instnm,Latitude location of institution (HD2019),Institution (entity) name (HD2019),Institution name alias (HD2019),Longitude location of institution (HD2019),Office of Postsecondary Education (OPE) ID Number (HD2019),Latitude location of institution (HD2012),Longitude location of institution (HD2012),Office of Postsecondary Education (OPE) ID Number (HD2012),
Talmudical Seminary Oholei Torah,40.670089,Talmudical Seminary Oholei Torah, ,-73.945759,01201100  ,40.635963,-73.972235,01201100  ,
Talmudical Yeshiva of Philadelphia,39.989249,Talmudical Yeshiva of Philadelphia, ,-75.247964,01252300  ,39.989483,-75.247987,01252300  ,
Tarleton State University,32.214988,Tarleton State University,Tarleton|Texans|TSU|Tarleton State|,-98.214866,00363100  ,32.215665,-98.220080,00363100  ,
Tarrant County College District,32.747495,Tarrant County College District,Tarrant County College,-97.327941,00362600  ,32.747501,-97.327948,00362600  ,
Taylor Andrews Academy of Hair Design-Provo,40.261578,Taylor Andrews Academy of Hair Design-Provo,Provo Taylor Andrews Academy  Taylor Andrews  Inc.,-111.669298,04173201  ,,,,
Taylor Andrews Academy of Hair Design-West Jordan,40.586803,Taylor Andrews Academy of Hair Design-West Jordan,West Jordan Taylor Andrews Academy  Taylor Andrews  Inc.,-111.934309,04173200  ,40.586386,-111.934116,04173200  ,
Taylor Andrews Academy-St George,37.101622,Taylor Andrews Academy-St George,Taylor Andrews,-113.533821,04184200  ,37.107830,-113.555163,04184200  ,
Taylor Business Institute,41.885452,Taylor Business Institute, ,-87.626710,01181000  ,41.885919,-87.624794,01181000  ,
Taylor College,29.039971,Taylor College, ,-82.062418,04116600  ,29.040113,-82.062384,04116600  ,
Taylor Institute of Cosmetology,41.287712,Taylor Institute of Cosmetology,dba Knox Beauty College,-86.618158,02351300  ,41.287883,-86.619527,02351300  ,
Taylor University,40.456246,Taylor University, ,-85.497034,00183800  ,40.458382,-85.496906,00183800  ,
Taylortown School of Beauty Inc,42.254745,Taylortown School of Beauty Inc,Dorsey School of Beauty- Taylor,-83.259322,02209200  ,42.255736,-83.259320,02209200  ,
TDDS Technical Institute,41.115282,TDDS Technical Institute, ,-80.957782,02528300  ,41.115282,-80.957782,02528300  ,
Teachers College at Columbia University,40.810216,Teachers College at Columbia University,Teachers College,-73.960194,00397900  ,40.810311,-73.960399,00397900  ,
Teachers College of San Joaquin,37.907970,Teachers College of San Joaquin, ,-121.229911,04224800  ,,,,
Technical College of the Lowcountry,32.420197,Technical College of the Lowcountry,TCL,-80.689468,00991000  ,32.420197,-80.689468,00991000  ,
Technical College of the Rockies,38.702524,Technical College of the Rockies, ,-108.031072,02156200  ,38.702524,-108.031072,02156200  ,
Technical Learning Centers Inc,38.901130,Technical Learning Centers Inc,Prospect College,-77.040391,03750300  ,38.901293,-77.040472,03750300  ,
Telshe Yeshiva-Chicago,41.975536,Telshe Yeshiva-Chicago, ,-87.717550,02073200  ,41.975289,-87.716912,02073200  ,
Temple College,31.070715,Temple College,Temple Junior College,-97.350471,00362700  ,31.070607,-97.351031,00362700  ,
Temple University,39.980546,Temple University,Temple,-75.156859,00337100  ,39.980943,-75.158267,00337100  ,
Tenaj Salon Institute,28.929944,Tenaj Salon Institute, ,-82.028094,04163200  ,28.929861,-82.028750,04163200  ,
Tennessee Board of Regents,36.167183,Tennessee Board of Regents,TBR - College System of Tennessee,-86.690409,02903100  ,36.113430,-86.692249,02903100  ,
Tennessee Career Institute,35.600536,Tennessee Career Institute, ,-87.076458,04035300  ,35.599771,-87.077912,04035300  ,
Tennessee College of Applied Technology Nashville,36.132649,Tennessee College of Applied Technology Nashville,TCAT Nashville,-86.856335,00535900  ,36.132649,-86.856335,00535900  ,
Tennessee College of Applied Technology-Athens,35.442944,Tennessee College of Applied Technology-Athens,TCAT-Athens,-84.630484,00535800  ,35.443807,-84.630515,00535800  ,
Tennessee College of Applied Technology-Covington,35.545225,Tennessee College of Applied Technology-Covington, ,-89.659976,00528000  ,35.545225,-89.659976,00528000  ,
Tennessee College of Applied Technology-Crossville,35.946609,Tennessee College of Applied Technology-Crossville, ,-85.039137,00402600  ,35.946609,-85.039137,00402600  ,
Tennessee College of Applied Technology-Crump,35.221452,Tennessee College of Applied Technology-Crump,TCAT Crump,-88.319153,00535700  ,35.221452,-88.319153,00535700  ,
Tennessee College of Applied Technology-Dickson,36.050549,Tennessee College of Applied Technology-Dickson, ,-87.366455,00778200  ,36.050549,-87.366455,00778200  ,
Tennessee College of Applied Technology-Elizabethton,36.366033,Tennessee College of Applied Technology-Elizabethton,Tennessee Technology Center at Elizabethton,-82.178198,00528100  ,36.366083,-82.178011,00528100  ,
Tennessee College of Applied Technology-Harriman,35.966107,Tennessee College of Applied Technology-Harriman, ,-84.517871,01032600  ,35.962651,-84.526348,01032600  ,
Tennessee College of Applied Technology-Hartsville,36.387191,Tennessee College of Applied Technology-Hartsville, ,-86.143660,00528200  ,36.387191,-86.143660,00528200  ,
Tennessee College of Applied Technology-Hohenwald,35.551687,Tennessee College of Applied Technology-Hohenwald, ,-87.573757,00535600  ,35.548945,-87.574870,00535600  ,
Tennessee College of Applied Technology-Jacksboro,36.317500,Tennessee College of Applied Technology-Jacksboro,Tennessee Technology Center atJacksboro  |  TTC Jacksboro,-84.208918,01070000  ,36.317415,-84.208987,01070000  ,
Tennessee College of Applied Technology-Jackson,35.606795,Tennessee College of Applied Technology-Jackson, ,-88.919805,00535400  ,35.611586,-88.912490,00535400  ,
Tennessee College of Applied Technology-Knoxville,35.957000,Tennessee College of Applied Technology-Knoxville, ,-83.964151,00402500  ,35.956608,-83.965528,00402500  ,
Tennessee College of Applied Technology-Livingston,36.395940,Tennessee College of Applied Technology-Livingston, ,-85.317248,00535300  ,36.395721,-85.318466,00535300  ,
Tennessee College of Applied Technology-McKenzie,36.137048,Tennessee College of Applied Technology-McKenzie, ,-88.492615,00535200  ,36.119716,-88.521218,00535200  ,
Tennessee College of Applied Technology-McMinnville,35.701370,Tennessee College of Applied Technology-McMinnville,TCAT,-85.745310,00530700  ,35.699836,-85.742809,00530700  ,
Tennessee College of Applied Technology-Memphis,35.150262,Tennessee College of Applied Technology-Memphis,TCAT Memphis,-90.039188,00536000  ,35.149683,-90.038810,00536000  ,
Tennessee College of Applied Technology-Morristown,36.204643,Tennessee College of Applied Technology-Morristown, ,-83.299503,00535100  ,36.205155,-83.299259,00535100  ,
Tennessee College of Applied Technology-Murfreesboro,35.845661,Tennessee College of Applied Technology-Murfreesboro, ,-86.410260,02103500  ,35.847576,-86.448159,02103500  ,
Tennessee College of Applied Technology-Newbern,36.120067,Tennessee College of Applied Technology-Newbern,TCAT-Newbern,-89.257582,00528300  ,36.119958,-89.257180,00528300  ,
Tennessee College of Applied Technology-Oneida-Huntsville,36.408177,Tennessee College of Applied Technology-Oneida-Huntsville, ,-84.528273,00971000  ,36.408479,-84.530370,00971000  ,
Tennessee College of Applied Technology-Paris,36.296408,Tennessee College of Applied Technology-Paris,Tennessee Technology Center,-88.296432,02237900  ,36.296408,-88.296432,02237900  ,
Tennessee College of Applied Technology-Pulaski,35.191308,Tennessee College of Applied Technology-Pulaski,TCAT-Pulaski,-87.007818,00946400  ,35.191008,-87.007923,00946400  ,
Tennessee College of Applied Technology-Ripley,35.779827,Tennessee College of Applied Technology-Ripley, ,-89.519264,01216400  ,35.745964,-89.555734,01216400  ,
Tennessee College of Applied Technology-Shelbyville,35.485655,Tennessee College of Applied Technology-Shelbyville, ,-86.421097,00537900  ,35.491199,-86.417290,00537900  ,
Tennessee College of Applied Technology-Whiteville,35.319574,Tennessee College of Applied Technology-Whiteville,TCAT Whiteville,-89.159449,02092800  ,35.352932,-89.123885,02092800  ,
Tennessee School of Beauty of Knoxville Inc,35.974432,Tennessee School of Beauty of Knoxville Inc, ,-83.995119,00956700  ,35.975487,-83.995840,00956700  ,
Tennessee State University,36.166321,Tennessee State University, ,-86.828275,00352200  ,36.168990,-86.829370,00352200  ,
Tennessee Technological University,36.174754,Tennessee Technological University,Tennessee Tech University|Tennessee Tech|TTU|Tenn Tech|TN Tech|Tech|,-85.504039,00352300  ,36.174659,-85.503957,00352300  ,
Tennessee Wesleyan University,35.446331,Tennessee Wesleyan University, ,-84.592728,00352500  ,35.444939,-84.592647,00352500  ,
Terra State Community College,41.354111,Terra State Community College,Terra Community College|Terra Technical College,-83.157799,00827800  ,41.353137,-83.158583,00827800  ,
Teterboro School of Aeronautics,40.841265,Teterboro School of Aeronautics, ,-74.071874,00545200  ,40.841265,-74.071874,00545200  ,
Texarkana College,33.441868,Texarkana College, ,-94.078000,00362800  ,33.441916,-94.078821,00362800  ,
Texas A & M International University,27.571172,Texas A & M International University, ,-99.436043,00965100  ,27.573504,-99.435225,00965100  ,
Texas A & M University-College Station,30.618726,Texas A & M University-College Station,Texas A&M | TAMU,-96.336475,00363200  ,30.596291,-96.306732,00363200  ,
Texas A & M University-Commerce,33.243745,Texas A & M University-Commerce,A&M-Commerce,-95.908451,00356500  ,33.243814,-95.906913,00356500  ,
Texas A & M University-Corpus Christi,27.713723,Texas A & M University-Corpus Christi, ,-97.323950,01116100  ,27.718601,-97.331933,01116100  ,
Texas A & M University-Kingsville,27.525168,Texas A & M University-Kingsville,Texas A&M-Kingsville  A&M-Kingsville,-97.882387,00363900  ,27.524852,-97.882342,00363900  ,
Texas A & M University-System Office,30.636846,Texas A & M University-System Office, ,-96.327705,00363200  ,30.551700,-96.243595,00363200  ,
Texas A&M University-Central Texas,31.053407,Texas A&M University-Central Texas,A&M-Central Texas,-97.775182,04229500  ,,,,
Texas A&M University-San Antonio,29.304762,Texas A&M University-San Antonio,A&M-SA,-98.524170,04248500  ,,,,
Texas A&M University-Texarkana,33.490482,Texas A&M University-Texarkana,A&M-Texarkana,-94.103617,03170300  ,33.495610,-94.103980,03170300  ,
Texas Barber College,29.690360,Texas Barber College, ,-95.532975,02568100  ,29.727855,-95.527848,02568100  ,
Texas Beauty College,32.826045,Texas Beauty College,n/a,-97.265311,04158500  ,32.815353,-97.264452,04158500  ,
Texas Chiropractic College Foundation Inc,29.663702,Texas Chiropractic College Foundation Inc,TCC/TxChiroCollege/,-95.150135,00363500  ,29.664820,-95.150120,00363500  ,
Texas Christian University,32.709610,Texas Christian University,TCU,-97.364758,00363600  ,32.709568,-97.361537,00363600  ,
Texas College,32.374560,Texas College,TC,-95.312454,00363800  ,32.374185,-95.312259,00363800  ,
Texas College of Cosmetology-Abilene,32.448891,Texas College of Cosmetology-Abilene, ,-99.747159,03025000  ,32.448503,-99.747145,03025000  ,
Texas College of Cosmetology-Lubbock,33.561435,Texas College of Cosmetology-Lubbock, ,-101.924031,03025002  ,,,,
Texas College of Cosmetology-San Angelo,31.420928,Texas College of Cosmetology-San Angelo, ,-100.471940,03025001  ,31.419484,-100.470989,03025001  ,
Texas County Technical College,37.300967,Texas County Technical College,Bolivar Technical College,-91.964963,03579300  ,37.300083,-91.963425,03579300  ,
Texas Health and Science University,30.233143,Texas Health and Science University,THSU,-97.785289,03179500  ,30.233148,-97.785296,03179500  ,
Texas Health School,29.783490,Texas Health School, ,-95.579710,03987300  ,29.783490,-95.579710,03987300  ,
Texas Healthtech Institute,30.064641,Texas Healthtech Institute, ,-94.206012,04283100  ,,,,
Texas Lutheran University,29.573261,Texas Lutheran University,TLU,-97.982669,00364100  ,29.573274,-97.984601,00364100  ,
Texas Southern University,29.721046,Texas Southern University,TSU,-95.361113,00364200  ,29.722468,-95.361961,00364200  ,
Texas Southmost College,25.899628,Texas Southmost College, ,-97.492241,03064600  ,25.899724,-97.491598,03064600  ,
Texas State Technical College,31.639295,Texas State Technical College,TSTC,-97.084710,00363400  ,,,,
Texas State University,29.888885,Texas State University,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,-97.943029,00361500  ,29.889202,-97.936392,00361500  ,
Texas Tech University,33.583448,Texas Tech University, ,-101.874783,00364400  ,33.580309,-101.876917,00364400  ,
Texas Tech University Health Sciences Center,33.589284,Texas Tech University Health Sciences Center, ,-101.891915,01067400  ,33.593227,-101.893590,01067400  ,
Texas Tech University Health Sciences Center-El Paso,31.771891,Texas Tech University Health Sciences Center-El Paso, ,-106.431220,04280800  ,,,,
Texas Tech University System Administration,33.581169,Texas Tech University System Administration, ,-101.892826,00364400  ,33.583439,-101.874774,00364400  ,
Texas Wesleyan University,32.732962,Texas Wesleyan University, ,-97.279613,00364500  ,32.733314,-97.279631,00364500  ,
Texas Woman's University,33.226211,Texas Woman's University,TWU,-97.127842,00364600  ,33.227002,-97.129088,00364600  ,
Textures Institute of Cosmetology,39.906649,Textures Institute of Cosmetology, ,-86.218117,04246600  ,,,,
Thaddeus Stevens College of Technology,40.037951,Thaddeus Stevens College of Technology, ,-76.288718,00791200  ,40.036745,-76.289147,00791200  ,
Thanh Le College School of Cosmetology,33.789713,Thanh Le College School of Cosmetology, ,-117.908306,02236400  ,33.788899,-117.908197,02236400  ,
The  Beauty Institute,40.625855,The  Beauty Institute,The Beauty Institute,-75.426780,02144000  ,40.625855,-75.426780,02144000  ,
The Academy of Hair Design Six,31.350971,The Academy of Hair Design Six, ,-89.338576,02251600  ,31.350384,-89.338695,02251600  ,
The Academy of Radio and TV Broadcasting,33.729535,The Academy of Radio and TV Broadcasting, ,-117.987762,02342400  ,33.728895,-117.987666,02342400  ,
The Ailey School,40.766921,The Ailey School, ,-73.986891,02171900  ,40.766921,-73.986891,02171900  ,
The Art Institute of Atlanta,33.936024,The Art Institute of Atlanta,Ai Atlanta,-84.355252,00927000  ,33.937445,-84.354867,00927000  ,
The Art Institute of Austin,30.479036,The Art Institute of Austin, ,-97.675263,02117102  ,30.479556,-97.676358,02117102  ,
The Art Institute of Cincinnati-AIC College of Design,39.285831,The Art Institute of Cincinnati-AIC College of Design, ,-84.451296,02128600  ,39.285831,-84.451296,02128600  ,
The Art Institute of Houston,29.730258,The Art Institute of Houston, ,-95.445598,02117100  ,29.741289,-95.446802,02117100  ,
The Art Institute of Las Vegas,36.024552,The Art Institute of Las Vegas, ,-115.090268,04051300  ,36.025768,-115.088269,04051303  ,
The Art Institute of San Antonio,29.532925,The Art Institute of San Antonio, ,-98.565560,02117104  ,29.533378,-98.565148,02117104  ,
The Art Institute of Virginia Beach,36.842383,The Art Institute of Virginia Beach,AiVA,-76.131737,00927007  ,36.837528,-76.151725,00927007  ,
The Baptist College of Florida,30.962708,The Baptist College of Florida,BCF,-85.503931,02159600  ,30.956401,-85.519033,02159600  ,
The Barber School,40.621415,The Barber School, ,-111.891446,04192700  ,40.620746,-111.891545,04192700  ,
The Beauty Institute,40.989612,The Beauty Institute,The Beauty Institute,-75.223872,02206300  ,40.986210,-75.197073,02206300  ,
The Beauty Institute,26.710119,The Beauty Institute, ,-80.111689,03801400  ,26.710119,-80.111689,03801400  ,
The Beauty Institute-Ambler,40.154233,The Beauty Institute-Ambler,The Beauty Institute,-75.222204,02206200  ,40.154282,-75.222153,02206200  ,
