instnm,Longitude location of institution (HD2019),Latitude location of institution (HD2019),City location of institution (HD2019),Office of Postsecondary Education (OPE) ID Number (HD2019),
West Valley College,-122.008324,37.263980,Saratoga,00133800  ,
West Valley Mission Community College District Office,-122.008324,37.263980,Saratoga,02913900  ,
West Virginia Junior College-Bridgeport,-80.271826,39.284512,Bridgeport,01057302  ,
West Virginia Junior College-Charleston,-81.634130,38.348040,Charleston,01057300  ,
West Virginia Junior College-Morgantown,-79.955006,39.632480,Morgantown,00500700  ,
West Virginia Junior College-United Career Institute,-79.690734,40.321221,Irwin,00500703  ,
West Virginia Northern Community College,-80.721263,40.063318,Wheeling,00905400  ,
West Virginia School of Osteopathic Medicine,-80.437820,37.804273,Lewisburg,01124500  ,
West Virginia State University,-81.765034,38.380541,Institute,00382600  ,
West Virginia University,-79.954391,39.634371,Morgantown,00382700  ,
West Virginia University at Parkersburg,-81.506192,39.216379,Parkersburg,00382800  ,
West Virginia University Hospital Departments of Rad Tech and Nutrition,-79.957959,39.654269,Morgantown,01257300  ,
West Virginia University Institute of Technology,-81.184072,37.775924,Beckley,00382701  ,
West Virginia Wesleyan College,-80.218969,38.990661,Buckhannon,00383000  ,
Westchester College of Nursing & Allied Health,-118.396511,33.954870,Los Angeles,04192500  ,
Westchester School for Dental Assistant,-73.823556,41.057111,Elmsford,04225500  ,
Westchester School of Beauty Culture,-73.837751,40.912476,Mount Vernon,01192100  ,
Westcliff University,-117.835761,33.697112,Irvine,04249600  ,
Western Area Career & Technology Center,-80.246117,40.254722,Canonsburg,02350100  ,
Western Carolina University,-83.186258,35.308979,Cullowhee,00298100  ,
Western Colorado University,-106.919132,38.549936,Gunnison,00137200  ,
Western Connecticut State University,-73.444264,41.400365,Danbury,00138000  ,
Western Dakota Technical Institute,-103.179501,44.076648,Rapid City,01017000  ,
Western Governors University,-111.869752,40.684810,Salt Lake City,03339400  ,
Western Illinois University,-90.686899,40.468086,Macomb,00178000  ,
Western Iowa Tech Community College,-96.348874,42.482953,Sioux City,00731600  ,
Western Kentucky University,-86.456828,36.985035,Bowling Green,00200200  ,
Western Michigan University,-85.613759,42.282194,Kalamazoo,00233000  ,
Western Michigan University Homer Stryker M.D. School of Medicine,-85.579430,42.289571,Kalamazoo,04262900  ,
Western Michigan University-Thomas M. Cooley Law School,-84.554429,42.731000,Lansing,01262700  ,
Western Nebraska Community College,-103.642490,41.875705,Scottsbluff,00256000  ,
Western Nevada College,-119.790360,39.186158,Carson City,01036300  ,
Western New England University,-72.520466,42.115017,Springfield,00222600  ,
Western New Mexico University,-108.283284,32.776700,Silver City,00266400  ,
Western Oklahoma State College,-99.336990,34.669018,Altus,00314600  ,
Western Oregon University,-123.238309,44.852235,Monmouth,00320900  ,
Western Pennsylvania Hospital School of Nursing,-79.945111,40.462132,Pittsburgh,00658300  ,
Western Piedmont Community College,-81.687345,35.722876,Morganton,00298200  ,
Western Seminary,-122.606374,45.512091,Portland,00717800  ,
Western Suffolk BOCES,-73.343689,40.877083,Northport,01014700  ,
Western Technical College,-106.319269,31.675953,El Paso,02098300  ,
Western Technical College,-106.425881,31.877794,El Paso,02098301  ,
Western Technical College,-91.246191,43.815309,La Crosse,00384000  ,
Western Technology Center,-99.180998,35.352842,Burns Flat,01076200  ,
Western Texas College,-100.914945,32.678458,Snyder,00954900  ,
Western Theological Seminary,-86.103240,42.786246,Holland,00233100  ,
Western University of Health Sciences,-117.747732,34.058092,Pomona,02482700  ,
Western Washington University,-122.485734,48.737812,Bellingham,00380200  ,
Western Wyoming Community College,-109.237126,41.590964,Rock Springs,00393300  ,
Westfield State University,-72.796503,42.132698,Westfield,00218900  ,
Westminster College,-80.331017,41.119272,New Wilmington,00339200  ,
Westminster College,-91.955273,38.849354,Fulton,00252300  ,
Westminster College,-111.855757,40.730779,Salt Lake City,00368100  ,
Westminster Theological Seminary,-75.176327,40.098150,Glenside,00339300  ,
Westminster Theological Seminary in California,-117.046371,33.121447,Escondido,02276800  ,
Westmont College,-119.662517,34.450151,Santa Barbara,00134100  ,
Westmoreland County Community College,-79.564897,40.234321,Youngwood,01017600  ,
Wharton County Junior College,-96.085815,29.323800,Wharton,00366800  ,
Whatcom Community College,-122.493253,48.793900,Bellingham,01036400  ,
Wheaton College,-71.183979,41.966637,Norton,00222700  ,
Wheaton College,-88.099643,41.870176,Wheaton,00178100  ,
Wheeling University,-80.690804,40.070873,Wheeling,00383100  ,
White Earth Tribal and Community College,-95.953099,47.317500,Mahnomen,03921400  ,
White Mountains Community College,-71.158535,44.503494,Berlin,00529100  ,
Whitman College,-118.331546,46.069815,Walla Walla,00380300  ,
Whittier College,-118.032299,33.978773,Whittier,00134200  ,
Whitworth University,-117.416714,47.753358,Spokane,00380400  ,
Whitworth University-Adult Degree Programs,-117.411568,47.751642,Spokane,00380400  ,
Wichita State University,-97.292361,37.718882,Wichita,00195000  ,
Wichita State University-Campus of Applied Sciences and Technology,-97.224151,37.757640,Wichita,00549800  ,
Wichita Technical Institute,-97.371819,37.656976,Wichita,01050300  ,
Widener University,-75.355363,39.861689,Chester,00331300  ,
Wilberforce University,-83.880595,39.707291,Wilberforce,00314100  ,
Wiley College,-94.376814,32.537641,Marshall,00366900  ,
Wilkes Community College,-81.182994,36.136617,Wilkesboro,00298300  ,
Wilkes University,-75.890262,41.244199,Wilkes-Barre,00339400  ,
Wilkes-Barre Area Career and Technical Center Practical Nursing,-75.810121,41.262154,Wilkes Barre,02529800  ,
Willamette University,-123.030537,44.935457,Salem,00322700  ,
William & Mary,-76.708214,37.269489,Williamsburg,00370500  ,
William Carey University,-89.291815,31.305264,Hattiesburg,00244700  ,
William Edge Institute,-98.100952,29.698282,New Braunfels,00849800  ,
William James College,-71.203256,42.294995,Newton,02163600  ,
William Jessup University,-121.292312,38.819728,Rocklin,00128100  ,
William Jewell College,-94.413126,39.247844,Liberty,00252400  ,
William Moore College of Technology,-90.020138,35.144855,Memphis,01155300  ,
William Paterson University of New Jersey,-74.200248,40.945255,Wayne,00262500  ,
William Peace University,-78.637697,35.789139,Raleigh,00295300  ,
William Penn University,-92.647095,41.310111,Oskaloosa,00190000  ,
William Rainey Harper College,-88.072811,42.081829,Palatine,00396100  ,
William T McFatter Technical College,-80.232201,26.085022,Davie,03003600  ,
William Woods University,-91.950416,38.860287,Fulton,00252500  ,
Williams Baptist University,-90.940277,36.125676,Walnut Ridge,00110600  ,
Williams College,-73.203132,42.712725,Williamstown,00222900  ,
Williamsburg Technical College,-79.817984,33.657085,Kingstree,00932200  ,
Williamson Christian College,-86.828311,35.956160,Franklin,03513500  ,
Williamson College of the Trades,-75.422024,39.908070,Media,04123800  ,
Williston State College,-103.613066,48.158603,Williston,00300700  ,
Wilmington College,-83.818342,39.444744,Wilmington,00314200  ,
Wilmington University,-75.586998,39.682299,New Castle,00794800  ,
Wilson College,-77.650712,39.949659,Chambersburg,00339600  ,
Wilson Community College,-77.895663,35.730114,Wilson,00484500  ,
Windward Community College,-157.813307,21.407051,Kaneohe,01122000  ,
Winebrenner Theological Seminary,-83.650711,41.052464,Findlay,00406000  ,
Wingate University,-80.443050,34.986064,Wingate,00298500  ,
Winona State University,-91.643723,44.046159,Winona,00239400  ,
Winonah's International School of Cosmetology,-86.801546,33.370224,Hoover,04273500  ,
Winston Salem Barber School,-80.260541,36.067155,Winston-Salem,03009500  ,
Winston-Salem State University,-80.225033,36.089554,Winston-Salem,00298600  ,
Winthrop University,-81.031404,34.941515,Rock Hill,00345600  ,
Wiregrass Georgia Technical College,-83.353810,30.889221,Valdosta,00525600  ,
Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,-96.641266,40.756017,Lincoln,04132600  ,
Wisconsin Indianhead Technical College,-91.916484,45.747831,Shell Lake,01182400  ,
Wisconsin Lutheran College,-88.022718,43.036943,Milwaukee,02136600  ,
Wisconsin School of Professional Psychology,-88.026735,43.105340,Milwaukee,02271300  ,
Withlacoochee Technical College,-82.345563,28.834861,Inverness,02300900  ,
Wittenberg University,-83.815445,39.934029,Springfield,00314300  ,
Wofford College,-81.933568,34.959411,Spartanburg,00345700  ,
Women's Institute of Torah Seminary,-76.699496,39.361349,Baltimore,04265200  ,
Won Institute of Graduate Studies,-75.154336,40.099310,Glenside,03949300  ,
Wongu University of Oriental Medicine,-115.117581,36.032740,Las Vegas,04248800  ,
Wood County School of Practical Nursing,-81.505730,39.216760,Parkersburg,01174900  ,
Woodbury University,-118.341147,34.208011,Burbank,00134300  ,
Woodland Community College,-121.735330,38.660392,Woodland,04143800  ,
Woodruff Medical Training and Testing,-84.238614,33.839432,Tucker,04203800  ,
Woodruff Medical Training and Testing,-83.818396,34.296435,Gainesville,04147700  ,
Wor-Wic Community College,-75.499659,38.373723,Salisbury,02073900  ,
Worcester Polytechnic Institute,-71.808339,42.274853,Worcester,00223300  ,
Worcester State University,-71.844018,42.267526,Worcester,00219000  ,
Word of Life Bible Institute,-73.812057,43.730713,Pottersville,01185900  ,
World Class Academy of Beauty Careers,-84.290900,30.412845,Tallahassee,04252400  ,
World Mission University,-118.289484,34.064918,Los Angeles,03868300  ,
Worsham College of Mortuary Science,-87.927374,42.147858,Wheeling,00178300  ,
Wright Beauty Academy,-85.196960,42.308774,Battle Creek,01229100  ,
Wright Graduate University for the Realization of Human Potential,-88.591085,42.767178,Elkhorn,04237400  ,
Wright State University-Lake Campus,-84.509194,40.546074,Celina,00307801  ,
Wright State University-Main Campus,-84.064881,39.780634,Dayton,00307800  ,
WyoTech,-105.621161,41.303540,Laramie,00915700  ,
Wytheville Community College,-81.071181,36.957310,Wytheville,00376100  ,
Xavier College School of Nursing,-121.293267,37.966315,Stockton,04211900  ,
Xavier University,-84.474650,39.149547,Cincinnati,00314400  ,
Xavier University of Louisiana,-90.107307,29.964162,New Orleans,00203200  ,
Xenon International Academy-Omaha,-96.044713,41.201963,Omaha,02610500  ,
Xtylo Beauty College,-112.004521,33.479573,Phoenix,04286300  ,
Yahweh Beauty Academy,-97.700269,31.112893,Killeen,04231300  ,
Yakima Valley College,-120.528525,46.586098,Yakima,00380500  ,
Yale University,-72.926688,41.311158,New Haven,00142600  ,
Yavapai College,-112.453395,34.547495,Prescott,00107900  ,
Yeshiva Bais Aharon,-74.203094,40.101002,Lakewood,04261200  ,
Yeshiva Chemdas Hatorah,-74.229304,40.063509,Lakewood,04264900  ,
Yeshiva College of the Nations Capital,-77.030566,39.042404,Silver  Spring,03937300  ,
Yeshiva D'monsey Rabbinical College,-74.064721,41.114173,Monsey,03147300  ,
Yeshiva Derech Chaim,-73.979757,40.636889,Brooklyn,02265100  ,
Yeshiva Gedola Ohr Yisrael,-73.944041,40.613590,Brooklyn,04207400  ,
Yeshiva Gedola Tiferes Yaakov Yitzchok,-74.223022,40.056542,Lakewood,04280100  ,
Yeshiva Gedola Tiferes Yerachmiel,-74.194376,40.103700,Lakewood,04273800  ,
Yeshiva Gedolah Imrei Yosef D'spinka,-73.992328,40.628468,Brooklyn,03000100  ,
Yeshiva Gedolah Keren Hatorah,-74.184418,40.109281,Lakewood,04265300  ,
Yeshiva Gedolah Kesser Torah,-74.068553,41.124819,Monsey,04215900  ,
Yeshiva Gedolah of Cliffwood,-74.224235,40.442213,Keyport,04269300  ,
Yeshiva Gedolah of Greater Detroit,-83.200754,42.471924,Oak Park,02363800  ,
Yeshiva Gedolah of Woodlake Village,-74.169645,40.099738,Lakewood,04279600  ,
Yeshiva Gedolah Shaarei Shmuel,-74.197596,40.091000,Lakewood,04252000  ,
Yeshiva Gedolah Tiferes Boruch,-74.434600,40.619593,North Plainfield,04264400  ,
Yeshiva Gedolah Zichron Leyma,-74.268351,40.699200,Union,04192400  ,
Yeshiva Karlin Stolin,-73.983373,40.624918,Brooklyn,02505800  ,
Yeshiva Kollel Tifereth Elizer,-73.992171,40.637096,Brooklyn,04265900  ,
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,-73.743901,40.600490,Far Rockaway,04119600  ,
Yeshiva of Machzikai Hadas,-73.987855,40.638194,Brooklyn,04138100  ,
Yeshiva of Nitra Rabbinical College,-73.748104,41.232287,Mount Kisco,01167000  ,
Yeshiva of Ocean,-74.501698,41.732961,Greenfield Park,04276600  ,
Yeshiva of the Telshe Alumni,-73.911096,40.896668,Riverdale,02546300  ,
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,-118.346613,34.085465,Los Angeles,02262400  ,
Yeshiva Ohr Naftoli,-74.046291,41.456984,New Windsor,04264500  ,
Yeshiva Shaar Ephraim,-74.060858,41.116935,Monsey,04259000  ,
Yeshiva Shaar Hatorah,-73.834252,40.703795,Kew Gardens,02152000  ,
Yeshiva Shaarei Torah of Rockland,-74.090159,41.123620,Suffern,03496300  ,
Yeshiva Sholom Shachna,-73.973431,40.627500,Brooklyn,04231500  ,
Yeshiva Toras Chaim,-74.182143,40.098692,Lakewood,04131100  ,
Yeshiva University,-73.929873,40.850605,New York,00290300  ,
Yeshiva Yesoda Hatorah Vetz Chaim,-73.961026,40.706959,Brooklyn,04287600  ,
Yeshiva Yesodei Hatorah,-74.202016,40.065908,Lakewood,04216100  ,
Yeshiva Zichron Aryeh,-73.764423,40.606105,Far Rockaway,03934300  ,
Yeshivah Gedolah Rabbinical College,-80.141334,25.782445,Miami Beach,03256300  ,
Yeshivas Be'er Yitzchok,-74.213255,40.682465,Elizabeth,04123400  ,
Yeshivas Emek Hatorah,-74.232083,40.112501,Howell,04270300  ,
Yeshivas Maharit D'Satmar,-74.159642,41.331270,Monroe,04245600  ,
Yeshivas Novominsk,-73.990095,40.623293,Brooklyn,03127100  ,
Yeshivat Hechal Shemuel,-73.963924,40.611565,Brooklyn,04278500  ,
Yeshivath Beth Moshe,-75.656191,41.394852,Scranton,01313400  ,
Yeshivath Viznitz,-74.070243,41.114682,Monsey,01302700  ,
Yeshivath Zichron Moshe,-74.621823,41.730480,South Fallsburg,01182100  ,
Yo San University of Traditional Chinese Medicine,-118.442756,33.993287,Los Angeles,03098200  ,
York College,-97.579352,40.869526,York,00256700  ,
York College of Pennsylvania,-76.727984,39.946140,York,00339900  ,
York County Community College,-70.590783,43.306797,Wells,03122900  ,
York County School of Technology-Adult & Continuing Education,-76.685449,39.929887,York,00536500  ,
York Technical College,-80.995273,34.934416,Rock Hill,00399600  ,
Yosemite Community College District Office,-121.040246,37.661070,Modesto,00914600  ,
Young Americans College of the Performing Arts,-117.542501,33.859246,Corona,04277100  ,
Young Harris College,-83.845870,34.933523,Young Harris,00160400  ,
Youngstown State University,-80.646590,41.104928,Youngstown,00314500  ,
YTI Career Institute-Altoona,-78.395445,40.485390,Altoona,03081900  ,
YTI Career Institute-York,-76.660321,39.992432,York,02127400  ,
Yuba College,-121.539640,39.126536,Marysville,00134400  ,
Yukon Beauty College Inc,-97.746680,35.508293,Yukon,02556500  ,
Z Hair Academy,-94.666351,38.867002,Overland Park,04132900  ,
Zane State College,-82.031198,39.962410,Zanesville,00813300  ,
